"";"Value";"Duration";"Start";"End";"mean_x";"mean_y";"POGsdSacAmp";"RMS";"Order";"Trial";"image";"onset_time";"PP";"AGE";"fix";"x";"y";"SIZE";"DFC";"SAL";"SK";"FIX";"NFIX";"FDUR";"FIXO";"second";"di_obj_cen"
"7";"f";362;1703;2064;314.578729281768;258.437284185083;0.240267205223099;0.0337997201849916;1;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;110.353503455488
"9";"f";554;2109;2662;156.920126353791;99.7976365072201;0.247575772802003;0.0370157500180382;2;1;1099;1272;"PP09";11.78;"bloemen";142.769528;153.5113094;0.0593166666666667;296.017655273708;0.828976646838511;2;1;3;554;2;FALSE;55.5463598213498
"11";"f";504;2683;3186;115.062003968254;71.4029947916666;0.350353623089077;0.0368373123146438;3;1;1099;1272;"PP09";11.78;"bloemen";142.769528;153.5113094;0.0593166666666667;296.017655273708;0.828976646838511;2;1;3;554;2;TRUE;86.6572686841147
"13";"f";346;3275;3620;282.05563583815;210.82911849711;0.191774894502544;0.0347902545967822;4;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;TRUE;166.632255481752
"15";"f";172;3647;3818;309.825581395349;201.051507994186;0.143535271460758;0.0346177324177181;5;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;156.423623027044
"17";"f";160;3823;3982;309.1796875;218.13720703125;0.126989324416242;0.0418180660607517;6;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;143.112846892891
"19";"f";120;3993;4112;303.947916666667;189.765625;0.164103251671995;0.0485009190701477;7;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;169.055732749925
"21";"f";608;4197;4804;154.514802631579;102.978515625;0.439222042387531;0.0383508916941171;8;1;1099;1272;"PP09";11.78;"bloemen";142.769528;153.5113094;0.0593166666666667;296.017655273708;0.828976646838511;2;1;3;554;2;FALSE;51.8798103589237
"23";"f";544;4851;5394;314.409466911765;247.685690487132;0.323424652795711;0.0516823746087679;9;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;117.700422569533
"25";"f";518;5523;6040;419.078185328186;275.806889478765;0.20578775648333;0.0467842485079095;10;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;57.5087999615069
"28";"f";676;7403;8078;305.003698224852;269.902228180474;0.55889017111821;0.0361303294713116;11;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;111.276389201011
"30";"f";480;8113;8592;199.6171875;428.57177734375;0.154706670858083;0.0297831960478952;12;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;222.464131927473
"32";"f";280;8611;8890;264.294642857143;429.341517857143;0.115625887720517;0.0325271950364195;13;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;167.48408455485
"34";"f";364;8909;9272;209.28228021978;472.536057692307;0.524603411695702;0.0354854308694338;14;1;1099;1272;"PP09";11.78;"tas";398.8784527;329.6514145;0.29271875;29.672617891571;0.511665208393513;3;1;11;362;1;FALSE;237.408361013976
"40";"f";790;1909;2698;349.183544303798;276.394877373418;0.206228169607191;0.035234847155633;1;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;98.4428605682398
"42";"f";2560;2721;5280;400.15966796875;322.757263183594;0.410575029062004;0.0297230857801006;2;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;TRUE;41.8393057711417
"44";"f";410;5317;5726;377.588414634146;442.774390243903;0.146967090931332;0.0281216657165762;3;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;80.3199698817062
"46";"f";610;5769;6378;388.961065573771;266.540087090164;0.278822282381618;0.0295372595904338;4;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;97.7013264539602
"48";"f";834;6429;7262;359.102218225419;70.9335656474818;0.183727248833138;0.0304826534027789;5;2;1001;1400;"PP09";11.78;"iphone/mobiel";364.8559946;114.2429026;0.0647979166666667;189.052374608109;0.541418496038724;3;1;1;834;5;FALSE;43.6898685032976
"50";"f";638;7397;8034;398.706896551724;436.670381073668;0.229391280083131;0.0286681710228639;6;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;72.713674251579
"52";"f";178;8149;8326;705.386235955056;215.308988764045;0.28056285632316;0.0415124636980784;7;2;1001;1400;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"54";"f";414;8509;8922;355.929951690821;228.524116847826;0.228712779966023;0.0360124116937449;8;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;140.798439498791
"56";"f";422;8949;9370;419.143957345972;301.238521919431;0.196999054925126;0.0316022558801401;9;2;1001;1400;"PP09";11.78;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;7;790;1;FALSE;67.7751619798813
"64";"f";400;2099;2498;608.6;387.4248046875;0.12732504673409;0.031457532965684;1;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"66";"f";632;2549;3180;418.257515822785;470.179613330696;0.204923918556733;0.0290637106742962;2;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"68";"f";208;3237;3444;342.457932692308;242.690805288462;0.151036509156664;0.0340201370932886;3;3;1488;1216;"PP09";11.78;"bureaustoel";266.4776695;300.6800226;0.22134375;133.524062111997;0.717254348327566;1;1;3;208;3;FALSE;95.5811159130146
"70";"f";522;3495;4016;506.056034482759;58.1627155172414;0.147642548416646;0.031025627001691;4;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"72";"f";432;4109;4540;380.668402777777;395.556640625;0.2605403101114;0.0283300327814899;5;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"74";"f";510;4591;5100;142.137254901961;353.035386029412;0.122777483195243;0.0293846713489222;6;3;1488;1216;"PP09";11.78;"bureaustoel";266.4776695;300.6800226;0.22134375;133.524062111997;0.717254348327566;1;1;3;208;3;TRUE;134.913389929384
"76";"f";418;5169;5586;537.242822966507;141.370738636363;0.19401867270935;0.029722550868346;7;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"78";"f";424;5629;6052;503.652712264151;49.1855837264151;0.135680861829829;0.0295633344871387;8;3;1488;1216;"PP09";11.78;"bureaulamp";469.791574;316.9910024;0.01968125;71.8300631446644;0.708235294117647;1;1;1;424;8;FALSE;269.937620489398
"80";"f";490;6115;6604;362.484693877551;482.322225765306;0.146902113091007;0.0292977522166244;9;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"82";"f";348;6657;7004;622.970545977011;376.976697198276;0.125732220367712;0.027868119180995;10;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"84";"f";740;7063;7802;294.758445945946;209.288956925676;0.157758290503289;0.0317560535144967;11;3;1488;1216;"PP09";11.78;"bureaustoel";266.4776695;300.6800226;0.22134375;133.524062111997;0.717254348327566;1;1;3;208;3;FALSE;95.6667612155559
"86";"f";378;7859;8236;444.646164021164;475.706845238095;0.243903364059018;0.0301802874910537;12;3;1488;1216;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"95";"f";134;841;974;376.399253731343;307.52098880597;0.14894263153206;0.0398300987634862;1;4;1554;554;"PP09";11.78;"wandkastje";561.3865644;140.0879678;0.0481;227.194808996271;0.390592651092485;3;1;1;124;8;FALSE;249.507758660142
"97";"f";344;1019;1362;466.929505813954;198.070721293605;0.167773561853838;0.0340611742994273;2;4;1554;554;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"99";"f";500;1377;1876;494.075;185.11171875;0.141356077490854;0.033960331893725;3;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;6.13919772135057
"101";"f";524;1885;2408;487.335400763359;174.166567270992;0.145252784056801;0.0310139535135713;4;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;TRUE;13.5015157978435
"103";"f";136;2417;2552;485.395220588235;182.717715992647;0.171345477247933;0.0347324026510512;5;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;13.5233509125297
"105";"f";436;2605;3040;301.895068807339;86.6703698394498;0.149370578612112;0.0343434216646368;6;4;1554;554;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"107";"f";514;3093;3606;479.450389105058;178.334751945525;0.197759996357866;0.0336353365720081;7;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;19.6030149271917
"111";"f";124;4613;4736;450.181451612903;142.581275201613;0.195695037257542;0.0316825772809775;8;4;1554;554;"PP09";11.78;"wandkastje";561.3865644;140.0879678;0.0481;227.194808996271;0.390592651092485;3;1;1;124;8;TRUE;111.233060246448
"114";"f";250;5073;5322;479.805;163.8515625;0.148865002228253;0.0339197363947688;9;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;25.7778394399782
"116";"f";368;5461;5828;523.552989130435;193.681003736413;0.298086683503506;0.0354693925449439;10;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;27.6714198924458
"118";"f";172;5899;6070;519.498546511628;181.000181686046;0.317376848056079;0.0408808419367925;11;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;20.6625989379651
"120";"f";462;6197;6658;483.387445887446;159.679383116883;0.264445881785076;0.0422336472094438;12;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;26.5225835282438
"122";"f";412;6703;7114;300.709951456311;257.988850121359;0.273529447308876;0.0328368939420724;13;4;1554;554;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"124";"f";490;7161;7650;474.617346938776;167.040019132653;0.215367911744805;0.0327727112513763;14;4;1554;554;"PP09";11.78;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;2;1;9;500;3;FALSE;28.0744173666326
"130";"f";542;1933;2474;242.965867158672;321.095912130996;0.16218614263466;0.0337946594421627;1;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"132";"f";410;2553;2962;531.451219512195;309.392149390244;0.313782763051367;0.0254104950322275;2;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"134";"f";512;3005;3516;610.0341796875;438.558197021484;0.147168995513679;0.0270331969029779;3;5;1541;1386;"PP09";11.78;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;3;1;2;394;12;FALSE;457.690722671785
"136";"f";506;3591;4096;207.495059288537;318.872745800395;0.183537075908085;0.0368257800447423;4;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"138";"f";298;4123;4420;211.686241610738;248.083578020134;0.173344392780954;0.0464472107102364;5;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"140";"f";474;4465;4938;354.074367088608;164.687994462025;0.14786460660036;0.0389884239499158;6;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"142";"f";206;4949;5154;376.401699029126;174.307873179612;0.217445080051994;0.0365108535201173;7;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"145";"f";156;6873;7028;349.975961538461;287.364783653846;0.43008084305812;0.0398061914110192;8;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"147";"f";326;7031;7356;367.112730061349;305.478335889571;0.190313153595795;0.0328501118718858;9;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"149";"f";306;7407;7712;593.758169934641;275.988051470588;0.222913587897805;0.0286820445967185;10;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"151";"f";648;7869;8516;39.9324845679012;174.47193287037;0.195990225223701;0.0370642709689234;11;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"153";"f";394;8553;8946;91.7607868020306;340.837166878172;0.226391747487688;0.0314807528680539;12;5;1541;1386;"PP09";11.78;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;3;1;2;394;12;TRUE;99.7435513734717
"155";"f";100;8953;9052;102.4875;357.03515625;0.133181794979158;0.0411964954881389;13;5;1541;1386;"PP09";11.78;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;3;1;2;394;12;FALSE;80.3795420868061
"157";"f";292;9095;9386;362.98801369863;435.933486729452;0.195403564252583;0.029579268826725;14;5;1541;1386;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"164";"f";510;2107;2616;375.838235294118;294.147518382353;0.178926048342145;0.0365895052837205;1;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;33.9771808420602
"166";"f";452;2655;3106;432.201327433628;450.567788993363;0.176695263759897;0.0282893936869513;2;6;1092;1500;"PP09";11.78;"kaars";427.3290136;480.4139474;0.0223458333333333;182.472100354421;0.337583831295799;2;1;3;452;2;FALSE;30.2412402809049
"168";"f";1024;3123;4146;441.2451171875;488.608932495117;0.29037337797249;0.0296703749499346;3;6;1092;1500;"PP09";11.78;"kaars";427.3290136;480.4139474;0.0223458333333333;182.472100354421;0.337583831295799;2;1;3;452;2;TRUE;16.1497900843084
"170";"f";182;4181;4362;405.206043956044;409.235491071428;0.118646130220293;0.0321205886288566;4;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;TRUE;128.020342366551
"172";"f";296;4403;4698;506.490709459459;537.613492398649;0.170599660420159;0.0287007977559187;5;6;1092;1500;"PP09";11.78;"bijzettafeltje";399.2428194;528.6155583;0.0701395833333333;228.61681215923;0.549230419818655;3;1;1;296;5;FALSE;107.624684623229
"174";"f";312;4717;5028;446.858974358974;509.945913461538;0.116120649476816;0.0273649067103823;6;6;1092;1500;"PP09";11.78;"kaars";427.3290136;480.4139474;0.0223458333333333;182.472100354421;0.337583831295799;2;1;3;452;2;FALSE;35.4055982396419
"176";"f";424;5097;5520;365.710495283019;261.717828714623;0.12808581643327;0.029566936050226;7;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;45.9081003278965
"178";"f";238;5549;5786;404.086134453781;361.700695903361;0.167628608807444;0.0305906872855501;8;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;80.5317497471974
"180";"f";670;5813;6482;379.475746268657;296.108325559702;0.150248876709525;0.0348620280577517;9;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;31.520577080147
"182";"f";562;6497;7058;383.351868327402;271.374555160143;0.186492317530147;0.0320352065828083;10;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;25.8648969917891
"184";"f";478;7105;7582;239.725418410042;225.019612970711;0.226842526558118;0.0316502519949391;11;6;1092;1500;"PP09";11.78;"schilderij";178.8644887;178.7412431;0.0706583333333333;252.199525125524;0.596554753977062;2;1;1;478;11;FALSE;76.4574409921036
"185";"f";118;9123;9240;429.078389830509;304.558395127119;0.114728353783426;0.0352702664335874;12;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;31.9369083006061
"187";"f";234;9267;9500;385.870726495726;329.296875;0.188155221620511;0.0322251868449455;13;6;1092;1500;"PP09";11.78;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;8;510;1;FALSE;52.6114827513275
"194";"f";484;1837;2320;234.121900826446;264.482986828512;0.160410691996038;0.0337489267789749;1;7;1383;1354;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"196";"f";706;2339;3044;188.215297450425;225.788442811615;0.204654576877784;0.0357442176002387;2;7;1383;1354;"PP09";11.78;"lamp";222.0875252;231.2757797;0.0165666666666667;190.724584586747;0.346886392748054;3;1;2;706;2;FALSE;34.3138263509873
"198";"f";450;3087;3536;299.238888888889;149.765625;0.193395398288761;0.0315107595004642;3;7;1383;1354;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"200";"f";392;3577;3968;154.394132653061;237.134287308673;0.155686499635856;0.0333042389553427;4;7;1383;1354;"PP09";11.78;"vaas met bloemen";157.0178304;236.8851232;0.01530625;251.045458863927;0.553778844871282;2;1;5;392;4;FALSE;2.63550234686717
"202";"f";504;3971;4474;164.265873015873;249.94884672619;0.494968263571266;0.0401083696473;5;7;1383;1354;"PP09";11.78;"vaas met bloemen";157.0178304;236.8851232;0.01530625;251.045458863927;0.553778844871282;2;1;5;392;4;TRUE;14.9397119828414
"205";"f";200;7447;7646;261.03125;214.248046875;0.187471665433373;0.0386207124044561;6;7;1383;1354;"PP09";11.78;"lamp";222.0875252;231.2757797;0.0165666666666667;190.724584586747;0.346886392748054;3;1;2;706;2;TRUE;42.503616157425
"207";"f";150;7679;7828;127.558333333333;208.6171875;0.165247076050679;0.0401818978320342;7;7;1383;1354;"PP09";11.78;"vaas met bloemen";157.0178304;236.8851232;0.01530625;251.045458863927;0.553778844871282;2;1;5;392;4;FALSE;40.8281539646393
"209";"f";784;7831;8614;132.874681122449;225.956632653062;0.22958278110204;0.0343965237133405;8;7;1383;1354;"PP09";11.78;"vaas met bloemen";157.0178304;236.8851232;0.01530625;251.045458863927;0.553778844871282;2;1;5;392;4;FALSE;26.5013879386089
"211";"f";250;8655;8904;283.69;164.3109375;0.18539858846682;0.0354967592069308;9;7;1383;1354;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"213";"f";414;8941;9354;132.234299516908;207.546422101449;0.139789724194309;0.0340150060712935;10;7;1383;1354;"PP09";11.78;"vaas met bloemen";157.0178304;236.8851232;0.01530625;251.045458863927;0.553778844871282;2;1;5;392;4;FALSE;38.405504620865
"216";"f";638;1453;2090;311.406739811912;261.737730211599;0.163137334421116;0.0358750359730918;1;8;1416;970;"PP09";11.78;"brood";278.7803552;275.6518666;0.0114958333333333;123.640745243338;0.686743393009378;4;1;3;638;1;FALSE;35.4694821540922
"218";"f";1338;2233;3570;248.101644245142;250.238228699552;0.307384334148973;0.0358094298363353;2;8;1416;970;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"220";"f";552;3615;4166;118.731884057971;168.011209239131;0.181249004354329;0.0374331545889416;3;8;1416;970;"PP09";11.78;"stokbrood";164.2255067;214.2410185;0.0284729166666667;250.88685617057;0.49705810634422;1;1;2;552;3;FALSE;64.8603497168468
"222";"f";390;4173;4562;127.916666666667;161.871995192307;0.168651032036971;0.03259956931296;4;8;1416;970;"PP09";11.78;"stokbrood";164.2255067;214.2410185;0.0284729166666667;250.88685617057;0.49705810634422;1;1;2;552;3;TRUE;63.7247712178539
"224";"f";548;4605;5152;339.443430656934;192.330776687956;0.180982541395626;0.0380456082461771;5;8;1416;970;"PP09";11.78;"brood";278.7803552;275.6518666;0.0114958333333333;123.640745243338;0.686743393009378;4;1;3;638;1;TRUE;103.065089860848
"226";"f";494;5199;5692;609.80516194332;178.815315030364;0.234700388753384;0.0364276372157961;6;8;1416;970;"PP09";11.78;"theepot";618.8297517;153.5234798;0.026175;263.328371413559;0.467165832124417;2;1;2;494;6;FALSE;26.8536803733916
"228";"f";226;5703;5928;604.795353982301;154.993431969026;0.126668164080946;0.033266704625713;7;8;1416;970;"PP09";11.78;"theepot";618.8297517;153.5234798;0.026175;263.328371413559;0.467165832124417;2;1;2;494;6;TRUE;14.1111685794547
"230";"f";200;5981;6180;280.66875;186.75;0.244989076348574;0.0375092498462076;8;8;1416;970;"PP09";11.78;"brood";278.7803552;275.6518666;0.0114958333333333;123.640745243338;0.686743393009378;4;1;3;638;1;FALSE;88.9219203564839
"232";"f";110;6225;6334;282.159090909091;140.912642045455;0.252252245324743;0.0488489828011038;9;8;1416;970;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"235";"f";180;6793;6972;283.5;122.63671875;0.433146110247306;0.038500577476311;10;8;1416;970;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"237";"f";528;7001;7528;242.206439393939;298.304332386364;0.234586753037957;0.0412126643370549;11;8;1416;970;"PP09";11.78;"brood";278.7803552;275.6518666;0.0114958333333333;123.640745243338;0.686743393009378;4;1;3;638;1;FALSE;43.020756892356
"239";"f";102;7547;7648;277.230392156862;259.133731617647;0.0964690672327533;0.0284596941399917;12;8;1416;970;"PP09";11.78;"brood";278.7803552;275.6518666;0.0114958333333333;123.640745243338;0.686743393009378;4;1;3;638;1;FALSE;16.5906952455384
"247";"f";624;1263;1886;472.397836538461;169.687124399038;0.210316903392506;0.033772186591865;1;9;1328;716;"PP09";11.78;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;1;1;2;624;1;FALSE;79.4933170736756
"249";"f";570;1933;2502;473.881578947368;30.8902138157895;0.177806110833338;0.0328236452014466;2;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"251";"f";420;2555;2974;557.059523809524;339.559151785714;0.142191259087799;0.0289528774200275;3;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"253";"f";396;3011;3406;442.225378787879;430.365175189394;0.0876444743270216;0.0297164621531777;4;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"255";"f";566;3443;4008;343.361307420495;509.274928224381;0.166825308302474;0.0283729875307622;5;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"257";"f";1558;4077;5634;494.576379974326;172.835767008986;0.242433469943007;0.0331630007548012;6;9;1328;716;"PP09";11.78;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;1;1;2;624;1;TRUE;60.7016750457179
"259";"f";396;5685;6080;719.01515151515;226.49443655303;0.184103865101201;0.0265438422846153;7;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"261";"f";242;6107;6348;762.448347107437;195.523954028926;0.147219459793597;0.0319846436111313;8;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"263";"f";388;6385;6772;783.627577319588;111.20731314433;0.240761829265027;0.0315794267116178;9;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"265";"f";714;6779;7492;797.8168767507;109.297859768907;0.110707903055113;0.023180090327184;10;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"267";"f";618;7633;8250;752.710355987056;211.403974514563;0.247216141528337;0.0339952357308717;11;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"269";"f";140;8321;8460;655.464285714287;247.8515625;0.0741163460742397;0.0277287174607133;12;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"271";"f";252;8465;8716;648.685515873019;255.282738095238;0.122601619463798;0.0331743971481808;13;9;1328;716;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"278";"f";520;1823;2342;572.675480769231;138.477313701923;0.254024743919706;0.0346868652319691;1;10;1369;1166;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"280";"f";528;2409;2936;434.857954545454;403.506747159091;0.106647034382209;0.030520389958713;2;10;1369;1166;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"282";"f";960;2969;3928;533.748697916667;470.32958984375;0.259760133980885;0.027817178473463;3;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;170.155184461932
"284";"f";282;3967;4248;629.694148936169;481.087932180851;0.162654719118248;0.0291159666119646;4;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;TRUE;204.49090312
"286";"f";956;4371;5326;655.504707112969;482.056174816946;0.253492073391257;0.0295888485068851;5;10;1369;1166;"PP09";11.78;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;1;1;10;960;3;FALSE;218.52887884198
"288";"f";240;5359;5598;569.213541666667;480.703125;0.118890267077076;0.0307246938146901;6;10;1369;1166;"PP09";11.78;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
