"";"Value";"Duration";"Start";"End";"mean_x";"mean_y";"POGsdSacAmp";"RMS";"Order";"Trial";"image";"onset_time";"PP";"AGE";"fix";"x";"y";"SIZE";"DFC";"SAL";"SK";"FIX";"NFIX";"FDUR";"FIXO";"second";"di_obj_cen"
"2426";"f";230;5757;5986;435.076086956522;158.809442934783;0.118831299481224;0.0332537008957482;10;22;1554;1072;"PP11";10.79;"wandkastje";561.3865644;140.0879678;0.0481;227.194808996271;0.390592651092485;3;1;3;154;1;FALSE;127.690369030799
"2428";"f";640;6011;6650;513.56640625;173.84033203125;0.198000321295143;0.0268502471718056;11;22;1554;1072;"PP11";10.79;"appel";498.8373096;181.2374245;0.00724791666666667;154.510074401436;0.333367139959432;3;1;4;492;2;FALSE;16.4822105652209
"2431";"f";210;7129;7338;325.708333333333;120.3515625;0.189007889320219;0.0290444808161159;12;22;1554;1072;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2433";"f";366;7385;7750;218.07718579235;81.8711577868852;0.119845866959843;0.0316470200211385;13;22;1554;1072;"PP11";10.79;"zonnebril";188.2166133;94.40469015;0.0221208333333333;295.163741532907;0.787105350614822;3;1;4;444;7;FALSE;32.3843051966248
"2435";"f";696;7771;8466;159.177442528736;80.7280441810348;0.283900293097309;0.0346812539028208;14;22;1554;1072;"PP11";10.79;"zonnebril";188.2166133;94.40469015;0.0221208333333333;295.163741532907;0.787105350614822;3;1;4;444;7;FALSE;32.0986617173219
"2444";"f";192;1281;1472;465.703125;230.657958984375;0.0955469825940615;0.0278201435699302;1;23;1092;900;"PP11";10.79;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;5;192;1;FALSE;77.2834947892965
"2446";"f";254;1495;1748;506.323818897638;191.246309055118;0.11724988350078;0.0288288896089569;2;23;1092;900;"PP11";10.79;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;5;192;1;TRUE;133.828455621218
"2448";"f";1654;1759;3412;507.942110036276;181.759654625151;0.645058452499958;0.0296691350117203;3;23;1092;900;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2450";"f";140;3423;3562;529.991071428571;184.905133928572;0.316862234361242;0.0366803874308882;4;23;1092;900;"PP11";10.79;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;5;192;1;FALSE;156.014549352943
"2452";"f";520;3615;4134;561.778846153846;162.525540865385;0.642262986265836;0.0374462189739003;5;23;1092;900;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2455";"f";158;6657;6814;377.270569620253;254.371044303797;0.150485464461949;0.0386639049507185;6;23;1092;900;"PP11";10.79;"plant";407.2648253;281.2317041;0.0867395833333333;20.1252730996729;0.234386242489311;3;1;5;192;1;FALSE;40.2635122470626
"2463";"f";108;1271;1378;332.974537037037;429.079861111111;0.222308129933949;0.0774489544948527;1;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2465";"f";104;1451;1554;343.641826923077;463.870943509615;0.571813577478634;0.0856364014667448;2;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2468";"f";114;5125;5238;447.116228070176;515.635279605263;0.27549486937183;0.0382942287264441;3;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2470";"f";546;5307;5852;297.332875457876;404.258241758242;0.311021445700865;0.0529237810682582;4;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2476";"f";124;7783;7906;503.770161290323;204.964717741935;0.326567478445314;0.0569119871651707;7;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2479";"f";264;8473;8736;425.151515151515;507.235440340909;0.505853559201628;0.0810731427146894;8;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2481";"f";174;8757;8930;347.895114942529;447.615840517242;0.332027437018965;0.069642548266255;9;24;1251;930;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2488";"f";594;1475;2068;484.480218855219;309.976720328283;0.472621123735853;0.0403747658319431;1;25;1001;1000;"PP11";10.79;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;3;1;1;594;1;FALSE;105.566776405939
"2490";"f";352;2191;2542;695.685369318181;503.157182173295;0.35469445602268;0.0544564946165216;2;25;1001;1000;"PP11";10.79;"toetsenbord";685.4199105;480.6684376;0.0972479166666667;337.795218493714;0.520570593275871;3;1;1;352;2;FALSE;24.7209076943122
"2493";"f";178;1405;1582;405.625;296.655547752809;0.103904562504095;0.030894120731155;1;27;1673;1304;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2496";"f";220;5395;5614;264.090909090909;16.2784090909091;0.174828972530007;0.0223293412865293;2;27;1673;1304;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2500";"f";244;743;986;413.790983606558;269.929879610655;0.202198219629069;0.040070338382169;1;28;1699;638;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2502";"f";180;1013;1192;384.840277777777;177.3046875;0.0872256580543683;0.0390460170039913;2;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;63.6569890009174
"2504";"f";256;1205;1460;378.18359375;147.702026367188;0.121157427226801;0.0391898605906028;3;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;TRUE;41.6072245760833
"2506";"f";286;1507;1792;582.434440559441;111.664117132867;0.151824245677725;0.0390592998660468;4;28;1699;638;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2508";"f";226;1817;2042;673.246681415931;205.591468473451;0.151833384485869;0.0406454425483929;5;28;1699;638;"PP11";10.79;"laptop";686.7593101;249.669575;0.0721104166666667;291.142668806964;0.35766359692346;2;1;3;226;5;FALSE;46.1028264742988
"2510";"f";514;2097;2610;381.004377431907;107.559429717899;0.122264617246571;0.0269404288465772;6;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;27.7690120785583
"2512";"f";178;2635;2812;472.303370786517;127.431530898877;0.0820320084368476;0.0328266793284927;7;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;66.1414944370002
"2514";"f";228;2859;3086;689.523026315787;121.628289473684;0.129227557554776;0.0298959336611455;8;28;1699;638;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2516";"f";968;3133;4100;409.006973140496;150.60772856405;0.251451452216008;0.0289482302999348;9;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;33.0835783876915
"2519";"f";224;4933;5156;410.842633928571;176.712472098214;0.186108445727846;0.0364225903719324;10;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;59.2524829583731
"2521";"f";344;5197;5540;635.595930232556;159.092251090116;0.118858218598124;0.0268582644135733;11;28;1699;638;"PP11";10.79;"laptop";686.7593101;249.669575;0.0721104166666667;291.142668806964;0.35766359692346;2;1;3;226;5;TRUE;104.028568413376
"2523";"f";2308;5589;7896;380.909337088388;137.552636211005;0.377061841544394;0.0285263744938687;12;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;32.769756043992
"2526";"f";184;8159;8342;619.945652173913;232.305112092391;0.241166635634477;0.0394823729672486;13;28;1699;638;"PP11";10.79;"laptop";686.7593101;249.669575;0.0721104166666667;291.142668806964;0.35766359692346;2;1;3;226;5;FALSE;69.0332489278454
"2528";"f";254;8385;8638;434.537401574803;169.871124507874;0.107402875862972;0.0284195752936804;14;28;1699;638;"PP11";10.79;"computerscherm";406.8979433;117.5914424;0.10706875;182.538936948389;0.744615091172656;2;1;8;180;2;FALSE;59.1363239897862
"2535";"f";220;999;1218;413.642045454546;328.364701704545;0.160009677027512;0.0492859260199336;1;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2537";"f";214;1497;1710;551.880841121496;498.13449182243;0.133774488037332;0.0454399230385475;2;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;406.770194006065
"2539";"f";404;1725;2128;549.16150990099;471.581064356436;0.177304997371012;0.0407912785908933;3;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;TRUE;399.802893052415
"2541";"f";260;2179;2438;651.177884615388;348.082932692307;0.143011839016367;0.0392146305801441;4;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"2543";"f";384;2463;2846;705.611979166669;313.397216796875;0.210764032179411;0.036001624800066;5;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;563.02447805642
"2545";"f";434;2963;3396;257.5;409.127484158986;0.335688132879971;0.0415084291184514;6;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;105.31103699959
"2547";"f";360;3449;3808;580.5;341.569010416666;0.168847747802297;0.0414956541082844;7;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2549";"f";270;3833;4102;649.967592592594;292.821180555555;0.199203598349717;0.0379960839078732;8;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2551";"f";200;4159;4358;315.65;251.51953125;0.216072335190114;0.0408971745687701;9;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2553";"f";456;4401;4856;121.976425438596;267.644942434211;0.198450756392265;0.0315701833448849;10;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;155.210175113614
"2557";"f";194;5109;5302;249.884020618557;422.086420747423;0.324942507294116;0.0342026721417001;11;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;97.1825232576144
"2559";"f";412;5355;5766;578.182645631068;316.437537924757;0.140234861410299;0.0338174942502192;12;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2561";"f";716;5801;6516;681.792946927375;282.916157472067;0.148296113237728;0.0330948446910322;13;29;1541;832;"PP11";10.79;"stoel";152.7289165;419.7780511;0.121095833333333;274.754017753904;0.510380722046259;4;1;3;434;5;FALSE;546.479575299464
"2563";"f";476;6581;7056;253.098739495798;308.153886554622;0.314328070935559;0.0377035302266489;14;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2565";"f";646;7107;7752;348.916408668731;216.495743034056;0.57607005730746;0.0353187565337141;15;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2568";"f";178;7935;8112;408.223314606742;268.49762991573;0.231614577294084;0.0363695663555896;16;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"2570";"f";588;8129;8716;405.797193877551;239.225924744898;0.161184651382207;0.031603534094712;17;29;1541;832;"PP11";10.79;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3588";"f";166;1309;1474;195.384036144578;489.56842996988;0.126411891356749;0.0407727311033879;1;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;28.5240615264895
"3590";"f";772;1525;2296;438.638277202073;249.94636496114;0.128078118861299;0.0304155226489609;2;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3592";"f";308;2333;2640;615.803571428571;293.954190340909;0.166129814957502;0.0502434418086142;3;1;1316;838;"PP13";12.2;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;4;308;3;FALSE;20.6277596226504
"3594";"f";224;2657;2880;634.514508928569;277.614048549107;0.130073203252686;0.0397903949850488;4;1;1316;838;"PP13";12.2;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;4;308;3;TRUE;45.4399568573027
"3596";"f";412;2931;3342;242.827669902913;461.380271541262;0.182977538285951;0.0354714254908486;5;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;TRUE;47.3699551753937
"3598";"f";304;3361;3664;297.652138157895;451.148745888158;0.161772262806367;0.0340505517411926;6;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;102.67123352551
"3600";"f";626;3679;4304;327.046725239617;444.204273162939;0.156396148850619;0.0300279588075829;7;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;132.661021229973
"3602";"f";206;4321;4526;354.635922330097;449.920358009709;0.10635755020114;0.0369141991018968;8;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"3604";"f";320;4589;4908;250.5546875;312.861328125;0.126401018865817;0.0335606892035515;9;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3606";"f";334;4931;5264;293.656437125749;303.213884730539;0.123342903997246;0.0288664291561141;10;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3608";"f";124;5321;5444;352.358870967742;405.619959677419;0.0775306140094564;0.0315731446654368;11;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;166.401548368321
"3610";"f";226;5497;5722;439.397123893806;522.531803097345;0.114406614741949;0.0310892689956494;12;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3612";"f";484;5743;6226;479.839876033058;545.062306301653;0.155273841858796;0.0337988567211903;13;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3614";"f";262;6265;6526;644.021946564887;537.881679389313;0.133161631855046;0.0344584835505748;14;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3616";"f";236;6539;6774;634.300847457625;529.349841101695;0.132820911465378;0.0404158661580588;15;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3618";"f";348;6789;7136;618.031609195402;531.007543103448;0.0759740599404488;0.0262209870119887;16;1;1316;838;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3620";"f";368;7177;7544;556.837635869565;334.981105638587;0.205831707087901;0.0306339472109701;17;1;1316;838;"PP13";12.2;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;4;308;3;FALSE;51.6828349524669
"3622";"f";222;7567;7788;599.037162162162;285.604940878378;0.0967857384527909;0.0301863959339022;18;1;1316;838;"PP13";12.2;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;4;308;3;FALSE;23.1111995336839
"3624";"f";690;7861;8550;225.496376811594;478.585258152174;0.118603467469022;0.0279096925731148;19;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;34.7840348091045
"3626";"f";258;8581;8838;161.991279069768;336.005632267442;0.0916644653308359;0.0283542030774665;20;1;1316;838;"PP13";12.2;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;1;1;7;166;1;FALSE;129.440303235347
"3631";"f";484;1505;1988;663.775826446281;398.299489927686;0.115555844246615;0.0318918212658221;1;2;1520;716;"PP13";12.2;"theedoek";660.5735089;383.4438962;0.0776833333333333;273.608182166887;0.768669516613296;2;1;2;484;1;FALSE;15.1968254141869
"3633";"f";224;2031;2254;386.986607142857;498.146275111607;0.162644787205633;0.0315520732654889;2;2;1520;716;"PP13";12.2;"snijplank";290.2017781;436.7045248;0.222614583333333;175.339033410336;0.70522031758614;3;1;1;224;2;FALSE;114.64027134567
"3635";"f";292;2277;2568;315.48801369863;477.888217037671;0.135943880997862;0.046343563745705;3;2;1520;716;"PP13";12.2;"aardappel";304.5952877;523.1165146;0.0290020833333333;242.658274586718;0.507912109567445;2;1;1;292;3;FALSE;46.5215044905878
"3637";"f";508;2607;3114;453.181594488189;379.461429625984;0.153707210702458;0.0383640319677429;4;2;1520;716;"PP13";12.2;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;508;4;FALSE;32.8825506668423
"3639";"f";520;3139;3658;496.620192307692;404.172926682693;0.1320092080466;0.0409971695386829;5;2;1520;716;"PP13";12.2;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;508;4;TRUE;80.1579023750109
"3641";"f";260;3701;3960;350.807692307692;170.440204326923;0.0965974723835373;0.029708250241346;6;2;1520;716;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3643";"f";336;3981;4316;379.345238095238;105.203683035714;0.182279958594303;0.0328446835663833;7;2;1520;716;"PP13";12.2;"kom (voor koken)";291.7510821;65.96716331;0.100116666666667;257.854991966866;0.585147650404315;3;1;1;336;7;FALSE;95.980418027348
"3645";"f";646;4361;5006;91.5112229102169;136.579672987616;0.138952521757664;0.024346806214611;8;2;1520;716;"PP13";12.2;"undefined";78.52617654;141.5217856;0.0370083333333333;358.414234651355;0.59662572963907;NA;1;1;646;8;FALSE;13.8937362257302
"3647";"f";622;5069;5690;362.763263665595;277.764519694534;0.237599083962326;0.0322693373916714;9;2;1520;716;"PP13";12.2;"snijplank";290.2017781;436.7045248;0.222614583333333;175.339033410336;0.70522031758614;3;1;1;224;2;TRUE;174.720045817335
"3649";"f";494;5731;6224;486.174089068826;154.447906123482;0.134556733026069;0.0300641414694821;10;2;1520;716;"PP13";12.2;"kartonnen boekje";484.3358372;154.3838139;0.0171958333333333;168.275390604217;0.49380430138157;2;1;1;494;10;FALSE;1.83936884456369
"3651";"f";416;6265;6680;716.622596153844;331.894155649038;0.154741989251373;0.0358391027134171;11;2;1520;716;"PP13";12.2;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;508;4;FALSE;280.722813755107
"3653";"f";534;6703;7236;701.629213483144;414.486042837079;0.366184495219656;0.0355160898045514;12;2;1520;716;"PP13";12.2;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;508;4;FALSE;272.547706496812
"3655";"f";622;7271;7892;687.491961414794;368.230632033762;0.188953704477393;0.036980112377621;13;2;1520;716;"PP13";12.2;"theedoek";660.5735089;383.4438962;0.0776833333333333;273.608182166887;0.768669516613296;2;1;2;484;1;TRUE;30.9200014939026
"3657";"f";264;7903;8166;678.096590909094;388.094815340909;0.180214145563284;0.0305870331026548;14;2;1520;716;"PP13";12.2;"aardappelschilmesje";436.556925;351.0909784;0.0163958333333333;62.8227414360721;0.617380471883798;1;1;3;508;4;FALSE;244.357717610527
"3659";"f";506;8211;8716;431.445158102767;220.71084486166;0.179760009659007;0.0403952997284127;15;2;1520;716;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"3665";"f";312;867;1178;381.866987179487;305.855618990385;0.117648152967407;0.027471844582463;1;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3667";"f";344;1213;1556;366.424418604651;164.685910247093;0.126773835347136;0.0300707801490054;2;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"3669";"f";558;1591;2148;380.712365591398;158.079217069893;0.160086026720096;0.0297506829525755;3;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3671";"f";596;2169;2764;374.505033557047;164.848993288591;0.173155323743633;0.0291350928223985;4;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3673";"f";564;2785;3348;415.146276595744;187.641289893617;0.125041617753578;0.0286883145134328;5;3;1541;652;"PP13";12.2;"papieren mok";317.7755835;202.7298025;0.00232083333333333;127.366973704488;0.946813725490196;2;1;1;418;6;FALSE;98.5328122333805
"3675";"f";418;3385;3802;308.424043062201;198.974843002392;0.127075221289274;0.0292664649801803;6;3;1541;652;"PP13";12.2;"papieren mok";317.7755835;202.7298025;0.00232083333333333;127.366973704488;0.946813725490196;2;1;1;418;6;TRUE;10.0772530676003
"3677";"f";406;3835;4240;131.991995073892;206.206704125616;0.164017740699863;0.0284384875896954;7;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3679";"f";244;4275;4518;202.894467213115;211.336129610655;0.127309400885623;0.0314482382698293;8;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3681";"f";642;4585;5226;303.029595015576;198.930344626168;0.0981641631712486;0.0266872575202499;9;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3683";"f";428;5265;5692;226.804906542056;203.561258761682;0.0935593701344998;0.0285363914377129;10;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3685";"f";224;5723;5946;279.464285714286;205.6640625;0.0664506263120026;0.0249767706511873;11;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3687";"f";2670;5983;8652;382.664794007491;156.043275983146;0.227876150941764;0.026314464542665;12;3;1541;652;"PP13";12.2;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"3694";"f";322;1289;1610;357.791149068323;106.247573757764;0.143338732940174;0.0288369850383894;1;4;1001;900;"PP13";12.2;"iphone/mobiel";364.8559946;114.2429026;0.0647979166666667;189.052374608109;0.541418496038724;4;1;1;322;1;FALSE;10.6694576095481
"3696";"f";838;1671;2508;418.47553699284;260.412160650358;0.167898104712119;0.0267392413773981;2;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;106.589153979773
"3698";"f";304;2563;2866;358.914473684211;420.448704769737;0.139527138959841;0.0382832441335021;3;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;TRUE;66.2863559094684
"3700";"f";312;2887;3198;396.510416666667;463.089693509616;0.142389550154217;0.0316345410091519;4;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;99.0065371747092
"3702";"f";1268;3223;4490;298.668178233439;385.298267448738;0.165217131204802;0.0292859645266055;5;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;97.5143466376462
"3704";"f";578;4575;5152;739.948096885813;158.113916522491;0.212551169125161;0.024803338144834;6;4;1001;900;"PP13";12.2;"koffiekopje";756.9197524;171.8870985;0.0195229166666667;379.215802947333;0.576938835235587;4;1;3;578;6;FALSE;21.8572100844965
"3706";"f";478;5169;5646;773.5460251046;169.980713912134;0.128224291978136;0.0296054769023782;7;4;1001;900;"PP13";12.2;"koffiekopje";756.9197524;171.8870985;0.0195229166666667;379.215802947333;0.576938835235587;4;1;3;578;6;TRUE;16.7352097759358
"3708";"f";132;5663;5794;742.5;178.577769886363;0.0731133877774181;0.0364268313086238;8;4;1001;900;"PP13";12.2;"koffiekopje";756.9197524;171.8870985;0.0195229166666667;379.215802947333;0.576938835235587;4;1;3;578;6;FALSE;15.8963625675061
"3710";"f";458;5911;6368;351.984170305677;297.95049808952;0.237724854262669;0.0373610573248432;9;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;78.3031559671704
"3712";"f";376;6389;6764;398.254654255319;282.12890625;0.0898145209994234;0.0284260701935704;10;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;82.1078491762242
"3714";"f";304;6779;7082;420.267269736842;273.093133223684;0.0918682288194911;0.0302014861123076;11;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;94.7802267263773
"3716";"f";932;7105;8036;403.397263948498;267.891630901287;0.118031055046868;0.02915081375372;12;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;96.6991441920946
"3718";"f";526;8093;8618;307.780418250951;410.470383792776;0.245659819831241;0.0328551055854947;13;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;97.7612193922641
"3720";"f";226;8675;8900;391.980088495575;463.238039269911;0.162120702046605;0.0342060017347122;14;4;1001;900;"PP13";12.2;"ontbijtbord";393.8547168;364.1187803;0.177025;64.4125957612711;0.546527210554733;4;1;10;838;2;FALSE;99.1369846728459
"3725";"f";664;649;1312;378.891189759036;300.668886483434;0.144306943903477;0.0328916583432619;1;5;1328;566;"PP13";12.2;"laptop";303.3888939;259.8509064;0.0926291666666667;104.621486999276;0.673202026481832;3;1;2;664;1;FALSE;85.8295064536493
"3727";"f";548;1361;1908;542.848996350365;141.995751596715;0.153525338872348;0.0252977629323455;2;5;1328;566;"PP13";12.2;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;1;1;10;548;2;FALSE;4.15864583042965
